,0,1,2
384,B10251-0,SimOpt_multispecies_9,1.0
385,B11068-2,SimOpt_int_0,1.0
386,B11082-0,SimOpt_int_short_0,1.0
387,B11125-0,SimOpt_extensive_9,0.9999999999999999
388,B11186-0,SimOpt_extensive_long_0,1.0
389,B11186-0,SimOpt_int_0,8.651325186886704e-13
390,B11212-0,SimOpt_int_short_0,1.0
391,B11213-1,SimOpt_extensive_long_0,1.0
392,B11213-1,SimOpt_int_short_0,1.9269736772102217e-12
393,B11252-0,SimOpt_extensive_long_0,1.0
394,B11257-0,SimOpt_extensive_long_0,1.0
395,B11258-0,SimOpt_extensive_long_0,1.0
396,B12017-0,SimOpt_int_0,0.9999999999999999
397,B12065-0,SimOpt_int_short_9,1.0
398,B12071-0,SimOpt_int_0,1.0
399,B12071-0,SimOpt_multispecies_0,1.8783706640610285e-12
400,B12075-0,SimOpt_extensive_long_0,1.0
401,B12087-0,SimOpt_extensive_0,0.9999999999999999
402,B12115-0,SimOpt_extensive_0,1.0
403,B12128-0,SimOpt_int_short_0,1.0
404,B12128-0,SimOpt_int_short_9,2.268810112164549e-12
405,B12169-2,SimOpt_int_short_0,0.9999999999999999
406,B12177-0,SimOpt_extensive_0,1.221765579123734e-12
407,B12177-0,SimOpt_int_0,1.0
408,B12219-0,SimOpt_extensive_long_0,0.9999999999999999
409,B12219-0,SimOpt_multispecies_0,1.3269441004918834e-12
410,B13141-0,SimOpt_extensive_0,0.9999999999999999
411,B13143-0,SimOpt_extensive_0,0.9999999999999999
412,B13143-0,SimOpt_extensive_1,1.2411726960150859e-12
413,B13157-0,SimOpt_extensive_9,1.0
414,B14045-0,SimOpt_int_short_0,0.9999999999999999
415,B14082-0,SimOpt_int_10,3.7446642422452706e-12
416,B14082-0,SimOpt_int_2,1.0
417,B14132-0,SimOpt_extensive_long_9,1.0
418,B14133-0,SimOpt_extensive_long_9,1.0
419,B14142-0,SimOpt_extensive_long_0,6.640730086597222e-13
420,B14142-0,SimOpt_int_short_0,1.0
421,B14151-0,SimOpt_no_management_0,1.0
422,B14176-0,SimOpt_extensive_0,1.0
423,B14183-0,SimOpt_multispecies_9,2.4515790587062486e-12
424,B14183-0,SimOpt_ccover_1,1.0
425,B14199-0,SimOpt_multispecies_9,1.0
426,B14204-0,SimOpt_int_short_0,1.0
427,B14223-0,SimOpt_ccover_0,1.0
428,B14223-0,SimOpt_ccover_1,3.342952017515013e-11
429,B14236-0,SimOpt_extensive_2,1.0
430,B14253-0,SimOpt_extensive_0,1.0
431,B15014-0,SimOpt_extensive_2,3.969511268088257e-12
432,B15014-0,SimOpt_extensive_3,0.9999999999999999
433,B15032-0,SimOpt_extensive_0,1.0
434,B15032-0,SimOpt_multispecies_0,1.1625118637651763e-12
435,B15039-0,SimOpt_extensive_long_9,1.0
436,B15052-1,SimOpt_int_0,1.0
437,B15052-1,SimOpt_multispecies_0,9.078076081740682e-13
438,B15055-0,SimOpt_int_0,1.4313013092805976e-12
439,B15055-0,SimOpt_multispecies_0,1.0
